NCBIgeneSymbol,HGNCgeneId,HGNCgeneSymbol,featureType,build37RefSeq,build37Start,build37End,build38RefSeq,build38Start,build38End,name,geneSynonym,chromosome,NCBIgeneId,Oncogene,TSG
POLR2L,HGNC:9199,POLR2L,GENE,NC_000011.9,839720,842529,NC_000011.10,839720,842529,RNA polymerase II%2C I and III subunit L,"hRPB7.6,RBP10,RPABC5,RPB10,RPB10beta,RPB7.6",chr11,GeneID:5441,,
POLR2M,HGNC:14862,POLR2M,GENE,NC_000015.9,57998911,58009755,NC_000015.10,57706713,57717557,RNA polymerase II subunit M,"GCOM1,Gdown,Gdown1,GRINL1A",chr15,GeneID:81488,,
POLR3A,HGNC:30074,POLR3A,GENE,NC_000010.10,79734906,79789273,NC_000010.11,77975148,78029515,RNA polymerase III subunit A,"ADDH,C160,HLD7,hRPC155,RPC1,RPC155,WDRTS",chr10,GeneID:11128,,
POLR3B,HGNC:30348,POLR3B,GENE,NC_000012.11,106751525,106903976,NC_000012.12,106357711,106510198,RNA polymerase III subunit B,"C128,HLD8,INMAP,RPC2",chr12,GeneID:55703,,
POLR3C,HGNC:30076,POLR3C,GENE,NC_000001.10,145590665,145610913,NC_000001.11,145823182,145844402,RNA polymerase III subunit C,"C82,RPC3,RPC62",chr1,GeneID:10623,,
POLR3D,HGNC:1080,POLR3D,GENE,NC_000008.10,22102645,22112114,NC_000008.11,22245103,22254601,RNA polymerase III subunit D,"BN51T,C53,RPC4,RPC53,TSBN51",chr8,GeneID:661,,
POLR3E,HGNC:30347,POLR3E,GENE,NC_000016.9,22308729,22346417,NC_000016.10,22297408,22335096,RNA polymerase III subunit E,"C37,RPC5,SIN",chr16,GeneID:55718,,
POLR3F,HGNC:15763,POLR3F,GENE,NC_000020.10,18448033,18465290,NC_000020.11,18467389,18484646,RNA polymerase III subunit F,"C34,RPC39,RPC6",chr20,GeneID:10621,,
POLR3G,HGNC:30075,POLR3G,GENE,NC_000005.9,89769745,89810374,NC_000005.10,90473928,90514557,RNA polymerase III subunit G,"C31,RPC32,RPC7",chr5,GeneID:10622,,
POLR3GL,HGNC:28466,POLR3GL,GENE,NC_000001.10,145456235,145470400,NC_000001.11,145959036,145978848,RNA polymerase III subunit GL,"flj32422,RPC32HOM",chr1,GeneID:84265,,
POLR3H,HGNC:30349,POLR3H,GENE,NC_000022.10,41921802,41940610,NC_000022.11,41525798,41544606,RNA polymerase III subunit H,"C25,RPC22.9,RPC8",chr22,GeneID:171568,,
POLR3K,HGNC:14121,POLR3K,GENE,NC_000016.9,96406,103608,NC_000016.10,46406,53608,RNA polymerase III subunit K,"C11,C11-RNP3,My010,RPC10,RPC11,RPC12.5",chr16,GeneID:51728,,
POLRMT,HGNC:9200,POLRMT,GENE,NC_000019.9,617220,633537,NC_000019.10,617220,633557,RNA polymerase mitochondrial,"APOLMT,h-mtRPOL,MTRNAP,MTRPOL",chr19,GeneID:5442,,
POM121,HGNC:19702,POM121,GENE,NC_000007.13,72349927,72421998,NC_000007.14,72879356,72951459,POM121 transmembrane nucleoporin,"P145,POM121A",chr7,GeneID:9883,,
POM121C,HGNC:34005,POM121C,GENE,NC_000007.13,75046064,75115576,NC_000007.14,75416785,75486299,POM121 transmembrane nucleoporin C,POM121-2,chr7,GeneID:100101267,,
POM121L12,HGNC:25369,POM121L12,GENE,NC_000007.13,53103325,53104618,NC_000007.14,53035632,53036925,POM121 transmembrane nucleoporin like 12,,chr7,GeneID:285877,,
POM121L2,HGNC:13973,POM121L2,GENE,NC_000006.11,27276841,27280011,NC_000006.12,27308376,27312273,POM121 transmembrane nucleoporin like 2,"POM121-L,POM121L",chr6,GeneID:94026,,
POMC,HGNC:9201,POMC,GENE,NC_000002.11,25383728,25391449,NC_000002.12,25160859,25168580,proopiomelanocortin,"ACTH,CLIP,LPH,MSH,NPP,OBAIRH,POC",chr2,GeneID:5443,,
POMGNT1,HGNC:19139,POMGNT1,GENE,NC_000001.10,46654354,46685977,NC_000001.11,46188682,46220305,protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1%2C2-),"GnT I.2,gnT-I.2,GNTI.2,LGMD2O",chr1,GeneID:55624,,
POMGNT2,HGNC:25902,POMGNT2,GENE,NC_000003.11,43120725,43147571,NC_000003.12,43079228,43106085,protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1%2C4-),"AGO61,C3orf39,GTDC2,MDDGA8,MD",chr3,GeneID:84892,,
POMK,HGNC:26267,POMK,GENE,NC_000008.10,42948657,42978577,NC_000008.11,43093514,43123434,protein O-mannose kinase,"MDDGA12,MDDGC12,SGK196",chr8,GeneID:84197,,
POMP,HGNC:20330,POMP,GENE,NC_000013.10,29233266,29253096,NC_000013.11,28659129,28678959,proteasome maturation protein,"C13orf12,HSPC014,PNAS-110,PRAAS2,UMP1",chr13,GeneID:51371,,
POMT1,HGNC:9202,POMT1,GENE,NC_000009.11,134378304,134399186,NC_000009.12,131502901,131523803,protein O-mannosyltransferase 1,"LGMD2K,LGMDR11,MDDGA1,MDDGB1,MDDGC1,RT",chr9,GeneID:10585,,
POMT2,HGNC:19743,POMT2,GENE,NC_000014.8,77741298,77787226,NC_000014.9,77274955,77320885,protein O-mannosyltransferase 2,"LGMD2N,LGMDR14,MDDGA2,MDDGB2,MDDGC2",chr14,GeneID:29954,,
POMZP3,HGNC:9203,POMZP3,GENE,NC_000007.13,76239302,76256620,NC_000007.14,76609985,76627279,POM121 and ZP3 fusion,POM-ZP3,chr7,GeneID:22932,,
PON1,HGNC:9204,PON1,GENE,NC_000007.13,94926987,94953844,NC_000007.14,95297675,95324532,paraoxonase 1,"ESA,MVCD5,PON",chr7,GeneID:5444,,
PON2,HGNC:9205,PON2,GENE,NC_000007.13,95034173,95064340,NC_000007.14,95404861,95435028,paraoxonase 2,,chr7,GeneID:5445,,
PON3,HGNC:9206,PON3,GENE,NC_000007.13,94989183,95025687,NC_000007.14,95359871,95396375,paraoxonase 3,,chr7,GeneID:5446,,
POP1,HGNC:30129,POP1,GENE,NC_000008.10,99129520,99172063,NC_000008.11,98117292,98159835,POP1 homolog%2C ribonuclease P/MRP subunit,ANXD2,chr8,GeneID:10940,,
POP4,HGNC:30081,POP4,GENE,NC_000019.9,30097189,30108144,NC_000019.10,29606282,29617237,POP4 homolog%2C ribonuclease P/MRP subunit,RPP29,chr19,GeneID:10775,,
POP5,HGNC:17689,POP5,GENE,NC_000012.11,121016566,121019205,NC_000012.12,120578763,120581452,POP5 homolog%2C ribonuclease P/MRP subunit,"hPop5,HSPC004,RPP2,RPP20",chr12,GeneID:51367,,
POP7,HGNC:19949,POP7,GENE,NC_000007.13,100303743,100305109,NC_000007.14,100706120,100707486,POP7 homolog%2C ribonuclease P/MRP subunit,"0610037N12Rik,RPP2,RPP20",chr7,GeneID:10248,,
POPDC2,HGNC:17648,POPDC2,GENE,NC_000003.11,119360902,119379436,NC_000003.12,119642055,119660589,popeye domain containing 2,POP2,chr3,GeneID:64091,,
POPDC3,HGNC:17649,POPDC3,GENE,NC_000006.11,105605774,105627889,NC_000006.12,105157899,105180014,popeye domain containing 3,"bA355M14.1,LGMDR26,POP3",chr6,GeneID:64208,,
POR,HGNC:9208,POR,GENE,NC_000007.13,75544472,75616173,NC_000007.14,75915154,75986855,cytochrome p450 oxidoreductase,"CPR,CYPOR,P450R",chr7,GeneID:5447,,
PORCN,HGNC:17652,PORCN,GENE,NC_000023.10,48367379,48379202,NC_000023.11,48508991,48520814,porcupine O-acyltransferase,"DHOF,FODH,MG61,PORC,PPN",chrX,GeneID:64840,,
POSTN,HGNC:16953,POSTN,GENE,NC_000013.10,38136721,38172905,NC_000013.11,37562584,37598839,periostin,"OSF-2,OSF2,PDLPOSTN,PN",chr13,GeneID:10631,,
POT1,HGNC:17284,POT1,GENE,NC_000007.13,124462439,124569879,NC_000007.14,124822385,124929825,protection of telomeres 1,"CMM10,GLM9,HPOT1",chr7,GeneID:25913,,
POTEA,HGNC:33893,POTEA,GENE,NC_000008.10,43147584,43218328,NC_000008.11,43292369,43365175,POTE ankyrin domain family member A,"A26A1,CT104.3,POTE-8,POTE8",chr8,GeneID:340441,,
POTEB,HGNC:33734,POTEB,GENE,NC_000015.9,22051852,22083259,NC_000015.10,21846328,21877735,POTE ankyrin domain family member B,"A26B1,CT104.5,POTE-15,POTE15,POTEB2",chr15,GeneID:100996331,,
POTEB2,HGNC:48327,POTEB2,GENE,NC_000015.9,21040700,21071643,NC_000015.10,20835371,20866428,POTE ankyrin domain family member B2,"POTE-15,POTEB",chr15,GeneID:100287399,,
POTEB3,HGNC:51240,POTEB3,GENE,,0,0,NC_000015.10,21405400,21440499,POTE ankyrin domain family member B3,"POTE-15,POTEB",chr15,GeneID:102724631,,
POTEC,HGNC:33894,POTEC,GENE,NC_000018.9,14507337,14543599,NC_000018.10,14507338,14543600,POTE ankyrin domain family member C,"A26B2,CT104.6,POTE-18,POTE18",chr18,GeneID:388468,,
POTED,HGNC:23822,POTED,GENE,NC_000021.8,14982097,15018144,NC_000021.9,13609776,13645823,POTE ankyrin domain family member D,"A26B3,ANKRD21,CT104.1,POTE,POTE-21,POTE21",chr21,GeneID:317754,,
POTEE,HGNC:33895,POTEE,GENE,NC_000002.11,131967108,132022851,NC_000002.12,131209535,131265278,POTE ankyrin domain family member E,"A26C1,A26C1A,CT104.2,POTE-2,POTE2,POTE2gamma",chr2,GeneID:445582,,
POTEF,HGNC:33905,POTEF,GENE,NC_000002.11,130831107,130886795,NC_000002.12,130073534,130129222,POTE ankyrin domain family member F,"A26C1B,ACTB,POTE2alpha,POTEACTIN",chr2,GeneID:728378,,
POTEG,HGNC:33896,POTEG,GENE,NC_000014.8,19553364,19585220,NC_000014.9,19402485,19434341,POTE ankyrin domain family member G,"A26C2,ACTBL1,CT104.4,POTE-14,POTE14,POTE14alpha,POTE22",chr14,GeneID:404785,,
POTEH,HGNC:133,POTEH,GENE,NC_000022.10,16256331,16287937,NC_000022.11,15690025,15721631,POTE ankyrin domain family member H,"A26C3,ACTBL1,CT104.7,POTE22",chr22,GeneID:23784,,
POTEI,HGNC:37093,POTEI,GENE,NC_000002.11,131217027,131267280,NC_000002.12,130459454,130509707,POTE ankyrin domain family member I,POTE2beta,chr2,GeneID:653269,,
POTEJ,HGNC:37094,POTEJ,GENE,NC_000002.11,131369012,131415610,NC_000002.12,130611077,130658448,POTE ankyrin domain family member J,POTE2beta,chr2,GeneID:653781,,
POTEM,HGNC:37096,POTEM,GENE,NC_000014.8,19983953,20020272,NC_000014.9,18967433,19003752,POTE ankyrin domain family member M,"ACT,P704P,POTE14beta",chr14,GeneID:641455,,
POU1F1,HGNC:9210,POU1F1,GENE,NC_000003.11,87308553,87325734,NC_000003.12,87259403,87276584,POU class 1 homeobox 1,"CPHD1,GHF-1,Pit-1,PIT1,POU1F1a",chr3,GeneID:5449,,
POU2AF1,HGNC:9211,POU2AF1,GENE,NC_000011.9,111222979,111250000,NC_000011.10,111352250,111379671,POU class 2 homeobox associating factor 1,"BOB1,OBF-1,OBF1,OCAB",chr11,GeneID:5450,,
POU2F1,HGNC:9212,POU2F1,GENE,NC_000001.10,167190121,167396582,NC_000001.11,167220877,167427345,POU class 2 homeobox 1,"oct-1B,OCT1,OTF1",chr1,GeneID:5451,,
POU2F2,HGNC:9213,POU2F2,GENE,NC_000019.9,42590274,42636598,NC_000019.10,42086112,42197931,POU class 2 homeobox 2,"Oct-2,OCT2,OTF2",chr19,GeneID:5452,,
POU2F3,HGNC:19864,POU2F3,GENE,NC_000011.9,120107346,120190654,NC_000011.10,120236637,120319945,POU class 2 homeobox 3,"Epoc-1,OCT-11,OCT11,OTF-11,PLA-1,PLA1,Skn-1a",chr11,GeneID:25833,,YES
POU3F1,HGNC:9214,POU3F1,GENE,NC_000001.10,38509500,38512465,NC_000001.11,38043828,38046793,POU class 3 homeobox 1,"OCT6,OTF6,SCIP",chr1,GeneID:5453,,
POU3F2,HGNC:9215,POU3F2,GENE,NC_000006.11,99282449,99287334,NC_000006.12,98834573,98839458,POU class 3 homeobox 2,"brn-2,BRN2,N-Oct3,oct-7,OCT7,OTF-7,OTF7,POUF3",chr6,GeneID:5454,,
POU3F3,HGNC:9216,POU3F3,GENE,NC_000002.11,105470572,105475032,NC_000002.12,104854114,104858574,POU class 3 homeobox 3,"brain-1,BRN1,oct-8,OTF8,SNIBFIS",chr2,GeneID:5455,,
POU3F4,HGNC:9217,POU3F4,GENE,NC_000023.10,82763297,82767135,NC_000023.11,83508289,83512127,POU class 3 homeobox 4,"BRAIN-4,BRN-4,BRN4,DFN3,DFNX2,OCT-9,OTF-9,OTF9",chrX,GeneID:5456,,
POU4F1,HGNC:9218,POU4F1,GENE,NC_000013.10,79172496,79177687,NC_000013.11,78598361,78603552,POU class 4 homeobox 1,"brn-3A,BRN3A,Oct-T1,RDC-1",chr13,GeneID:5457,,
POU4F2,HGNC:9219,POU4F2,GENE,NC_000004.11,147560044,147563626,NC_000004.12,146638892,146642474,POU class 4 homeobox 2,"Brn-3b,BRN3.2,BRN3B",chr4,GeneID:5458,,
POU4F3,HGNC:9220,POU4F3,GENE,NC_000005.9,145718401,145721291,NC_000005.10,146338838,146341728,POU class 4 homeobox 3,"BRN3C,DFNA15,DFNA42,DFNA52",chr5,GeneID:5459,,
POU5F1,HGNC:9221,POU5F1,GENE,NC_000006.11,31132113,31138459,NC_000006.12,31164336,31170682,POU class 5 homeobox 1,"Oct-3,Oct-4,OCT3,OCT4,OTF-3,OTF3,OTF4",chr6,GeneID:5460,,
POU5F1B,HGNC:9223,POU5F1B,GENE,NC_000008.10,128428069,128429455,NC_000008.11,127415824,127417210,POU class 5 homeobox 1B,"OCT4-PG1,OCT4PG1,OTF3C,OTF3P1,POU5F1P1,POU5F1P4,POU5FLC20,POU5FLC8",chr8,GeneID:5462,,
POU5F2,HGNC:26367,POU5F2,GENE,NC_000005.9,93068925,93077306,NC_000005.10,93733219,93741600,POU domain class 5%2C transcription factor 2,SPRM-1,chr5,GeneID:134187,,
POU6F1,HGNC:9224,POU6F1,GENE,NC_000012.11,51580718,51611846,NC_000012.12,51186935,51219875,POU class 6 homeobox 1,"BRN5,MPOU,TCFB1",chr12,GeneID:5463,,
POU6F2,HGNC:21694,POU6F2,GENE,NC_000007.13,39017508,39508200,NC_000007.14,38977908,39468601,POU class 6 homeobox 2,"RPF-1,WT5,WTSL",chr7,GeneID:11281,,YES
PP2D1,HGNC:28406,PP2D1,GENE,NC_000003.11,20021452,20053756,NC_000003.12,19979960,20012264,protein phosphatase 2C like domain containing 1,C3orf48,chr3,GeneID:151649,,
PPA1,HGNC:9226,PPA1,GENE,NC_000010.10,71962590,71993185,NC_000010.11,70202830,70233429,inorganic pyrophosphatase 1,"HEL-S-66p,IOPPP,PP,PP1,SID6-8061",chr10,GeneID:5464,,
PPA2,HGNC:28883,PPA2,GENE,NC_000004.11,106290233,106395227,NC_000004.12,105369076,105474070,inorganic pyrophosphatase 2,"HSPC124,SCFAI,SCFI,SID6-306",chr4,GeneID:27068,,
PPAN,HGNC:9227,PPAN,GENE,NC_000019.9,10216898,10222688,NC_000019.10,10106222,10112012,peter pan homolog,"BXDC3,SSF,SSF-1,SSF1,SSF2",chr19,GeneID:56342,,
PPAN-P2RY11,HGNC:33526,PPAN-P2RY11,GENE,NC_000019.9,10217037,10226048,NC_000019.10,10106361,10115372,PPAN-P2RY11 readthrough,"BXDC3,P2RY11,P2Y11,PPAN,Ssf-1,SSF1",chr19,GeneID:692312,,
PPARA,HGNC:9232,PPARA,GENE,NC_000022.10,46546428,46639652,NC_000022.11,46150525,46243756,peroxisome proliferator activated receptor alpha,"hPPAR,NR1C1,PPAR,PPARalpha",chr22,GeneID:5465,,
PPARD,HGNC:9235,PPARD,GENE,NC_000006.11,35310334,35395955,NC_000006.12,35342557,35428180,peroxisome proliferator activated receptor delta,"FAAR,NR1C2,NUC1,NUCI,NUCII,PPARB",chr6,GeneID:5467,,
PPARG,HGNC:9236,PPARG,GENE,NC_000003.11,12328866,12475843,NC_000003.12,12287367,12434344,peroxisome proliferator activated receptor gamma,"CIMT1,GLM1,NR1C3,PPARG1,PPARG2,PPARG5,PPARgamma",chr3,GeneID:5468,YES,
PPARGC1A,HGNC:9237,PPARGC1A,GENE,NC_000004.11,23793643,24474528,NC_000004.12,23792020,24472905,PPARG coactivator 1 alpha,"LEM6,PGC-1(alpha),PGC-1alpha,PGC-1v,PGC1,PGC1A,PPARGC1",chr4,GeneID:10891,,
PPARGC1B,HGNC:30022,PPARGC1B,GENE,NC_000005.9,149109872,149234585,NC_000005.10,149730301,149857861,PPARG coactivator 1 beta,"ERRL1,PERC,PGC-1(beta),PGC1B",chr5,GeneID:133522,,
PPAT,HGNC:9238,PPAT,GENE,NC_000004.11,57259527,57301781,NC_000004.12,56393361,56435615,phosphoribosyl pyrophosphate amidotransferase,"ATASE,GPAT,PRAT",chr4,GeneID:5471,,
PPBP,HGNC:9240,PPBP,GENE,NC_000004.11,74852155,74853907,NC_000004.12,73986438,73988190,pro-platelet basic protein,"B-TG1,Beta-TG,CTAP-III,CTAP3,CTAPIII,CXCL7,LA-PF4,LDGF,MDGF,NAP-2,PBP,SCYB7,TC1,TC2,TG",chr4,GeneID:5473,,
PPCDC,HGNC:28107,PPCDC,GENE,NC_000015.9,75315930,75343067,NC_000015.10,75023543,75060180,phosphopantothenoylcysteine decarboxylase,"coaC,MDS018,PPC-DC",chr15,GeneID:60490,,
PPCS,HGNC:25686,PPCS,GENE,NC_000001.10,42922011,42939088,NC_000001.11,42456340,42473417,phosphopantothenoylcysteine synthetase,CMD2C,chr1,GeneID:79717,,
PPDPF,HGNC:16142,PPDPF,GENE,NC_000020.10,62152093,62153559,NC_000020.11,63520740,63522206,pancreatic progenitor cell differentiation and proliferation factor,"C20orf149,dJ697K14.9,exdpf",chr20,GeneID:79144,,
PPDPFL,HGNC:31745,PPDPFL,GENE,NC_000008.10,49966894,49988652,NC_000008.11,49054335,49076093,pancreatic progenitor cell differentiation and proliferation factor like,C8orf22,chr8,GeneID:492307,,
PPEF1,HGNC:9243,PPEF1,GENE,NC_000023.10,18693186,18846035,NC_000023.11,18675066,18827921,protein phosphatase with EF-hand domain 1,"PP7,PPEF,PPP7C,PPP7CA",chrX,GeneID:5475,,
PPEF2,HGNC:9244,PPEF2,GENE,NC_000004.11,76781019,76823605,NC_000004.12,75859866,75902452,protein phosphatase with EF-hand domain 2,PPP7CB,chr4,GeneID:5470,,
PPFIA1,HGNC:9245,PPFIA1,GENE,NC_000011.9,70116795,70230502,NC_000011.10,70270686,70384405,PTPRF interacting protein alpha 1,"LIP.1,LIP1,LIPRIN",chr11,GeneID:8500,,
PPFIA2,HGNC:9246,PPFIA2,GENE,NC_000012.11,81651753,82153129,NC_000012.12,81257974,81759749,PTPRF interacting protein alpha 2,,chr12,GeneID:8499,,
PPFIA3,HGNC:9247,PPFIA3,GENE,NC_000019.9,49622800,49654283,NC_000019.10,49119388,49151030,PTPRF interacting protein alpha 3,LPNA3,chr19,GeneID:8541,,
PPFIA4,HGNC:9248,PPFIA4,GENE,NC_000001.10,202995618,203047864,NC_000001.11,203026490,203078736,PTPRF interacting protein alpha 4,,chr1,GeneID:8497,,
PPFIBP1,HGNC:9249,PPFIBP1,GENE,NC_000012.11,27677138,27848497,NC_000012.12,27524125,27695564,PPFIA binding protein 1,"hSGT2,hSgt2p,L2,SGT2",chr12,GeneID:8496,,
PPFIBP2,HGNC:9250,PPFIBP2,GENE,NC_000011.9,7535229,7679372,NC_000011.10,7513936,7666642,PPFIA binding protein 2,Cclp1,chr11,GeneID:8495,,
PPHLN1,HGNC:19369,PPHLN1,GENE,NC_000012.11,42719968,42842423,NC_000012.12,42326125,42448621,periphilin 1,"CR,HSPC206,HSPC232",chr12,GeneID:51535,,
PPIA,HGNC:9253,PPIA,GENE,NC_000007.13,44836279,44842716,NC_000007.14,44795959,44803117,peptidylprolyl isomerase A,"CYPA,CYPH,HEL-S-69p",chr7,GeneID:5478,,
PPIAL4A,HGNC:24369,PPIAL4A,GENE,NC_000001.10,144363586,144364246,NC_000001.11,120889745,120890405,peptidylprolyl isomerase A like 4A,"COAS-2,COAS2,PPIAL4,PPIAL4B",chr1,GeneID:653505,,
PPIAL4C,HGNC:33995,PPIAL4C,GENE,NC_000001.10,149553002,149553787,NC_000001.11,149583849,149584607,peptidylprolyl isomerase A like 4C,COAS-2,chr1,GeneID:653598,,
PPIAL4D,HGNC:33998,PPIAL4D,GENE,NC_000001.10,148201751,148202536,NC_000001.11,145241414,145242199,peptidylprolyl isomerase A like 4D,,chr1,GeneID:645142,,
PPIAL4E,HGNC:33997,PPIAL4E,GENE,NC_000001.10,148644010,148644795,NC_000001.11,144372874,144373659,peptidylprolyl isomerase A like 4E,"COAS2,PPIAL4F",chr1,GeneID:730262,,
PPIAL4F,HGNC:33999,PPIAL4F,GENE,NC_000001.10,148806014,148806799,NC_000001.11,144592867,144593652,peptidylprolyl isomerase A like 4F,,chr1,GeneID:728945,,
PPIAL4G,HGNC:33996,PPIAL4G,GENE,NC_000001.10,147954634,147955394,NC_000001.11,148482547,148483302,peptidylprolyl isomerase A like 4G,COAS-2,chr1,GeneID:644591,,
PPIAL4H,HGNC:53889,PPIAL4H,GENE,NC_000001.10,143765472,143768040,NC_000001.11,146342114,146344763,peptidylprolyl isomerase A like 4H,,chr1,GeneID:105371242,,
PPIB,HGNC:9255,PPIB,GENE,NC_000015.9,64448015,64455221,NC_000015.10,64155816,64163022,peptidylprolyl isomerase B,"B,CYP-S1,CYPB,HEL-S-39,OI9,SCYLP",chr15,GeneID:5479,,
PPIC,HGNC:9256,PPIC,GENE,NC_000005.9,122358944,122372420,NC_000005.10,123023249,123036725,peptidylprolyl isomerase C,CYPC,chr5,GeneID:5480,,
PPID,HGNC:9257,PPID,GENE,NC_000004.11,159630278,159644548,NC_000004.12,158709126,158723396,peptidylprolyl isomerase D,"CYP-40,CYPD",chr4,GeneID:5481,,
PPIE,HGNC:9258,PPIE,GENE,NC_000001.10,40204553,40229586,NC_000001.11,39738844,39765698,peptidylprolyl isomerase E,"CYP-33,CYP33",chr1,GeneID:10450,,
PPIF,HGNC:9259,PPIF,GENE,NC_000010.10,81107224,81115090,NC_000010.11,79347468,79355334,peptidylprolyl isomerase F,"Cyp-D,CyP-M,CYP3,CypD",chr10,GeneID:10105,,
PPIG,HGNC:14650,PPIG,GENE,NC_000002.11,170440860,170497916,NC_000002.12,169584342,169641406,peptidylprolyl isomerase G,"CARS-Cyp,CYP,SCAF10,SRCyp",chr2,GeneID:9360,,
PPIH,HGNC:14651,PPIH,GENE,NC_000001.10,43124093,43142429,NC_000001.11,42657769,42681654,peptidylprolyl isomerase H,"CYP-20,CYPH,SnuCyp-20,USA-CYP",chr1,GeneID:10465,,
PPIL1,HGNC:9260,PPIL1,GENE,NC_000006.11,36822604,36842579,NC_000006.12,36854828,36874803,peptidylprolyl isomerase like 1,"CGI-124,CYPL1,hCyPX,PPIase",chr6,GeneID:51645,,
PPIL2,HGNC:9261,PPIL2,GENE,NC_000022.10,22020300,22054304,NC_000022.11,21666009,21700015,peptidylprolyl isomerase like 2,"CYC4,Cyp-60,CYP60,hCyP-60,UBOX7",chr22,GeneID:23759,,
PPIL3,HGNC:9262,PPIL3,GENE,NC_000002.11,201735629,201753800,NC_000002.12,200870906,200889333,peptidylprolyl isomerase like 3,CYPJ,chr2,GeneID:53938,,
PPIL4,HGNC:15702,PPIL4,GENE,NC_000006.11,149825630,149867179,NC_000006.12,149504494,149546043,peptidylprolyl isomerase like 4,HDCME13P,chr6,GeneID:85313,,
PPIL6,HGNC:21557,PPIL6,GENE,NC_000006.11,109711417,109762374,NC_000006.12,109390214,109441171,peptidylprolyl isomerase like 6,"bA425D10.6,dJ919F19.1,PPIase,RSPH12",chr6,GeneID:285755,,
PPIP5K1,HGNC:29023,PPIP5K1,GENE,NC_000015.9,43825659,43882451,NC_000015.10,43533461,43590272,diphosphoinositol pentakisphosphate kinase 1,"HISPPD2A,hsVIP1,IP6K,IPS1,VIP1",chr15,GeneID:9677,,
PPIP5K2,HGNC:29035,PPIP5K2,GENE,NC_000005.9,102456004,102548500,NC_000005.10,103120272,103212799,diphosphoinositol pentakisphosphate kinase 2,"CFAP160,DFNB100,HISPPD1,IP7K2,VIP2",chr5,GeneID:23262,,
PPL,HGNC:9273,PPL,GENE,NC_000016.9,4932507,4987149,NC_000016.10,4882506,4937148,periplakin,,chr16,GeneID:5493,,
PPM1A,HGNC:9275,PPM1A,GENE,NC_000014.8,60712467,60765805,NC_000014.9,60245749,60299087,protein phosphatase%2C Mg2+/Mn2+ dependent 1A,"PP2C-ALPHA,PP2CA,PP2Calpha",chr14,GeneID:5494,,
PPM1B,HGNC:9276,PPM1B,GENE,NC_000002.11,44396013,44461785,NC_000002.12,44168852,44247330,protein phosphatase%2C Mg2+/Mn2+ dependent 1B,"PP2C-beta,PP2C-beta-X,PP2CB,PP2CBETA,PPC2BETAX",chr2,GeneID:5495,,
PPM1D,HGNC:9277,PPM1D,GENE,NC_000017.10,58677553,58743641,NC_000017.11,60600186,60666280,protein phosphatase%2C Mg2+/Mn2+ dependent 1D,"IDDGIP,JDVS,PP2C-DELTA,WIP1",chr17,GeneID:8493,YES,
PPM1E,HGNC:19322,PPM1E,GENE,NC_000017.10,56833214,57062540,NC_000017.11,58755853,58985617,protein phosphatase%2C Mg2+/Mn2+ dependent 1E,"caMKN,CaMKP-N,POPX1,PP2CH",chr17,GeneID:22843,,
PPM1F,HGNC:19388,PPM1F,GENE,NC_000022.10,22273797,22307220,NC_000022.11,21919418,21952875,protein phosphatase%2C Mg2+/Mn2+ dependent 1F,"CAMKP,CaMKPase,FEM-2,hFEM-2,POPX2",chr22,GeneID:9647,,
PPM1G,HGNC:9278,PPM1G,GENE,NC_000002.11,27604065,27632458,NC_000002.12,27381198,27409591,protein phosphatase%2C Mg2+/Mn2+ dependent 1G,"PP2CG,PP2CGAMMA,PPP2CG",chr2,GeneID:5496,,
PPM1H,HGNC:18583,PPM1H,GENE,NC_000012.11,63037773,63328930,NC_000012.12,62643991,62935150,protein phosphatase%2C Mg2+/Mn2+ dependent 1H,"ARHCL1,NERPP-2C,URCC2",chr12,GeneID:57460,,
PPM1J,HGNC:20785,PPM1J,GENE,NC_000001.10,113252615,113257950,NC_000001.11,112709993,112715328,protein phosphatase%2C Mg2+/Mn2+ dependent 1J,"PP2CZ,PP2Czeta,PPP2CZ",chr1,GeneID:333926,,
PPM1K,HGNC:25415,PPM1K,GENE,NC_000004.11,89178771,89205713,NC_000004.12,88257616,88284670,protein phosphatase%2C Mg2+/Mn2+ dependent 1K,"BDP,MSUDMV,PP2Ckappa,PP2Cm,PTMP,UG0882E07",chr4,GeneID:152926,,
PPM1L,HGNC:16381,PPM1L,GENE,NC_000003.11,160474018,160796690,NC_000003.12,160755531,161078902,protein phosphatase%2C Mg2+/Mn2+ dependent 1L,"PP2C-epsilon,PP2CE,PPM1-LIKE",chr3,GeneID:151742,,YES
PPM1M,HGNC:26506,PPM1M,GENE,NC_000003.11,52279774,52284615,NC_000003.12,52245724,52250599,protein phosphatase%2C Mg2+/Mn2+ dependent 1M,"PP2C-eta,PP2CE,PP2Ceta",chr3,GeneID:132160,,
PPM1N,HGNC:26845,PPM1N,GENE,NC_000019.9,46001700,46005771,NC_000019.10,45497963,45502694,protein phosphatase%2C Mg2+/Mn2+ dependent 1N (putative),,chr19,GeneID:147699,,
PPME1,HGNC:30178,PPME1,GENE,NC_000011.9,73882333,73965748,NC_000011.10,74171089,74254703,protein phosphatase methylesterase 1,"ABDH19,PME-1",chr11,GeneID:51400,,
